id,code,label,script,enabled,created_at,label_native,display_name,emoji_flag,country_code
038bff31-1cc7-47b6-a473-e756438f6d4a,ms,Malay,Latin,t,2025-07-07 15:40:07.058493+00,Bahasa Melayu,🇲🇾 Malay (Bahasa Melayu),🇲🇾,UN
a2e4161b-88ac-47c7-8667-2e0ac0f2ea38,zh,Mandarin Chinese,Han,t,2025-07-07 16:11:14.865284+00,汉语,🇨🇳 Mandarin Chinese (汉语),🇨🇳,UN
1898ca56-2c08-4d6f-855d-98f252e7fe1f,te,Telugu,Telugu,t,2025-07-07 16:11:14.865284+00,తెలుగు,🇮🇳 Telugu (తెలుగు),🇮🇳,IN
8c3c576e-d4dd-46ec-b013-c15b57a0db35,az-AZ,Azerbaijani,"",t,2025-07-07 16:22:15.045511+00,Azərbaycan,🇦🇿 Azerbaijani (Azərbaycan),🇦🇿,UN
40154c97-05a3-4ed4-9791-f2ee260496a6,bn-BD,Bangla,"",t,2025-07-07 16:22:15.045511+00,বাংলা,🇧🇩 Bangla (বাংলা),🇧🇩,UN
58181a75-885f-4e89-b43f-29020e66dad8,eu-ES,Basque,"",t,2025-07-07 16:22:15.045511+00,Euskara,🇪🇸 Basque (Euskara),🇪🇸,UN
eb9a3f1b-ac33-40ce-b948-00ddc31a464d,bg,Bulgarian,"",t,2025-07-07 16:22:15.045511+00,Български,🇧🇬 Bulgarian (Български),🇧🇬,UN
f467b22b-ce9a-433e-bebd-0b7f1439ec8c,sr,Serbian,"",t,2025-07-07 16:22:15.045511+00,Српски,🇷🇸 Serbian (Српски),🇷🇸,UN
72ef4813-4af5-46a1-ad8f-d59f3584aa56,si-LK,Sinhala,"",t,2025-07-07 16:22:15.045511+00,සිංහල,🇱🇰 Sinhala (සිංහල),🇱🇰,UN
d037ac92-6565-4675-9441-06388034dd6b,sk,Slovak,"",t,2025-07-07 16:22:15.045511+00,Slovenčina,🇸🇰 Slovak (Slovenčina),🇸🇰,UN
80813ffb-027c-40df-a050-0905b1293580,sl,Slovenian,"",t,2025-07-07 16:22:15.045511+00,Slovenščina,🇸🇮 Slovenian (Slovenščina),🇸🇮,UN
69b1ef47-95d1-4b3d-93ad-2147879f2095,es-419,Spanish (Latin America),"",t,2025-07-07 16:22:15.045511+00,Español (Latinoamérica),🇲🇽 Spanish (Latin America) (Español (Latinoamérica)),🇲🇽,UN
d5912933-4460-4dfd-9d49-50766a8944ac,es,Spanish,Latin,t,2025-07-07 15:40:07.058493+00,Español,🇪🇸 Spanish (Español),🇪🇸,UN
d93e3a16-42ab-49f0-bda9-90475ec02ee2,ar,Arabic,Arabic,t,2025-07-07 15:40:07.058493+00,العربية,🇦🇪 Arabic (العربية),🇦🇪,UN
3886a2a1-99a4-40d8-bb17-8f5a6532cfd8,fr,French,Latin,t,2025-07-07 15:40:07.058493+00,Français,🇫🇷 French (Français),🇫🇷,UN
ee3d4a34-c477-4fbd-9360-ecfeb2b3f24b,pt,Portuguese,Latin,t,2025-07-07 15:40:07.058493+00,Português,🇵🇹 Portuguese (Português),🇵🇹,UN
e6e43fee-199d-4100-9cbb-ac1a5928aec3,ru,Russian,Cyrillic,t,2025-07-07 15:40:07.058493+00,Русский,🇷🇺 Russian (Русский),🇷🇺,UN
af99af75-b7bf-46b2-96f9-ab57971d9580,id,Indonesian,Latin,t,2025-07-07 15:40:07.058493+00,Bahasa Indonesia,🇮🇩 Indonesian (Bahasa Indonesia),🇮🇩,UN
87edfa19-fe8c-48b2-be14-43544975a694,de,German,Latin,t,2025-07-07 15:40:07.058493+00,Deutsch,🇩🇪 German (Deutsch),🇩🇪,UN
b7853a31-c4ae-4396-9e1f-3ec6eb5e5731,ja,Japanese,Kanji,t,2025-07-07 15:40:07.058493+00,日本語,🇯🇵 Japanese (日本語),🇯🇵,UN
fe001129-86d0-4c7b-9f42-768b5a6d8f08,arz,Egyptian Arabic,Arabic,t,2025-07-07 15:40:07.058493+00,العربية المصرية,🇪🇬 Egyptian Arabic (العربية المصرية),🇪🇬,UN
d92341cb-fb22-4cab-b7ec-5331d9a5d0be,es-ES,Spanish (Spain),"",t,2025-07-07 16:22:15.045511+00,Español (España),🇪🇸 Spanish (Spain) (Español (España)),🇪🇸,UN
e5ee8de3-9c21-462c-a97b-2b0ea33f7247,es-US,Spanish (United States),"",t,2025-07-07 16:22:15.045511+00,Español (EE.UU.),🇺🇸 Spanish (United States) (Español (EE.UU.)),🇺🇸,UN
7da83cd4-74a4-40e5-8fb8-90ac8fed6981,sw,Swahili,"",t,2025-07-07 16:22:15.045511+00,Kiswahili,🇰🇪 Swahili (Kiswahili),🇰🇪,UN
2a5bb263-4f8d-4299-a55b-f214c77ad65b,sv-SE,Swedish,"",t,2025-07-07 16:22:15.045511+00,Svenska,🇸🇪 Swedish (Svenska),🇸🇪,UN
ef67ecb2-a3d1-4174-8208-822a2dc6d310,th,Thai,"",t,2025-07-07 16:22:15.045511+00,ไทย,🇹🇭 Thai (ไทย),🇹🇭,UN
63d702e7-cf1c-4977-940f-4c21da774568,tr-TR,Turkish,"",t,2025-07-07 16:22:15.045511+00,Türkçe,🇹🇷 Turkish (Türkçe),🇹🇷,UN
4d4bb90c-aa50-49ff-923a-2a34accf3003,uk,Ukrainian,"",t,2025-07-07 16:22:15.045511+00,Українська,🇺🇦 Ukrainian (Українська),🇺🇦,UN
ee9518ce-54dd-4b73-86fc-68803b4f9ca1,vi,Vietnamese,"",t,2025-07-07 16:22:15.045511+00,Tiếng Việt,🇻🇳 Vietnamese (Tiếng Việt),🇻🇳,UN
b33635c0-d196-450e-a575-8570c706f893,zu,Zulu,"",t,2025-07-07 16:22:15.045511+00,isiZulu,🇿🇦 Zulu (isiZulu),🇿🇦,UN
75841aef-433c-48c8-b76d-a85cbb5c32a9,sq,Albanian,"",t,2025-07-07 16:30:49.956079+00,Shqip,🇦🇱 Albanian (Shqip),🇦🇱,UN
caf49d3a-8d6e-4953-8c7a-a80c14c98691,am,Amharic,"",t,2025-07-07 16:30:49.956079+00,አማርኛ,🇪🇹 Amharic (አማርኛ),🇪🇹,UN
83a05d14-a696-41ed-9a60-23bd0867f1bc,hy-AM,Armenian,"",t,2025-07-07 16:30:49.956079+00,Հայերեն,🇦🇲 Armenian (Հայերեն),🇦🇲,UN
147e3624-95c2-4c88-a1c1-0b07c6f3c01c,af,Afrikaans,Afrikaans,t,2025-07-14 09:09:24.015307+00,Afrikaans,🇿🇦 Afrikaans (Afrikaans),🇿🇦,UN
